bobble,ബോബിൾ
gol,ലക്ഷ്യം
seedhi,ഗോവണി
icecream,ഐസ്ക്രീം
strawberry,സ്ട്രോബെറി
flavours,സുഗന്ധങ്ങൾ
sundae,സൺ‌ഡേ
choco,ചോക്കോ
chocolate,ചോക്ലേറ്റ്
butterscotch,ബട്ടർ‌കോട്ട്
mango,മാമ്പഴം
softy,മൃദുവായ
garam,ഉപ്പ്
pyaali,കപ്പ്
pyali,കപ്പ്
tapri,ടാപ്രി
stall,സ്റ്റാൾ
salman,സൽമാൻ
kadak,കടക്
bhunta,വറുത്തത്
corns,ധാന്യങ്ങൾ
corn,ചോളം
cob,cob
bhutta,ഭൂട്ട
baarsh,ബാർഷ്
item,ഇനം
wala,ഒന്നുമില്ല
seller,വിൽപ്പനക്കാരൻ
selling,വിൽക്കുന്നു
sell,വിൽക്കുക
vada,കാണുക
paz,paz
relish,ആനന്ദിക്കുക
kind,ദയ
triangle,ത്രികോണം
samosa,സമോസ
evening,വൈകുന്നേരം
chutney,ചട്ണി
sauce,സോസ്
plate,പാത്രം
paranthas,പരന്തസ്
aloo,aloo
gobhi,കാബേജ്
paneer,പനീർ
mix,മിക്സ്
mooli,മോളുകൾ
potato,ഉരുളക്കിഴങ്ങ്
cauliflower,കോളിഫ്ലവർ
cheeze,ചീസ്
achaar,നടത്തുക
pickle,ഉപ്പിലിട്ടത്
server,സെർവർ
hiaya,വില
gappe,ചാറ്റർ‌ബോക്സ്
spicy,മസാലകൾ
yummy,രുചികരമായ
yum,yum
chaat,ചാറ്റ്
chaat wala,ചാറ്റുചെയ്യുക, അല്ല
ek plate,ഒരു പ്ലേറ്റ്
dosa,പാപം
masala,മസാല
psicy,പ്സിച്യ്
sambhar,സംഭരണം
coconut,നാളികേരം
madras,മദ്രാസ്
cafe,കഫെ
folk,നാടോടി
spoon,കരണ്ടി
lassi,ലസ്സി
jaisi,പോലെ
apun,അപുൻ
ishtyle,ishtyle
gangster,ഗുണ്ടാസംഘം
fashion,ഫാഷൻ
manner,വിധത്തിൽ
thakela,ക്ഷീണിതനാണ്
thakele,ക്ഷീണിതനാണ്
loser,തോറ്റവൻ
uninteresting,താൽപ്പര്യമില്ലാത്ത
lousy,അയഞ്ഞ
macho,മാകോ
tapori,തപോരി
broad,വിശാലമായ
aja,മാത്രം
abhi,ഇപ്പോൾ
slap,സ്ലാപ്പ്
chamaat,മോളുകൾ
du,മുതൽ
showing,കാണിക്കുന്നു
to slap,അടിക്കാൻ
thappad,അടിക്കുക
try,ശ്രമിക്കുക
shanpatti,ചമ്പാഷെ
shaanpatti,പാമ്പുകടി
jarela,ജറേല
shahrukh,ഷാരൂഖ്
khopche,ഗുളിക
lu,റോഡ്
knife,കത്തി
loafer,ലോഫർ
mumbaiker,മുംബൈ
mumbai,മുംബൈ
corner,മൂലയിൽ
locha,ലോച്ച
gadbad,കുഴപ്പത്തിലാക്കുക
waat,എന്ത്
hoyla,ഇന്ന്
rehen,താമസിക്കുക
destined,വിധിക്കപ്പെട്ടത്
lawn,പുൽത്തകിടി
mate,ഇണയെ
destiny,വിധി
ending,അവസാനിക്കുന്നു
winking,വിങ്കിംഗ്
cry,കരയുക
together,ഒരുമിച്ച്
lonely,ഏകാന്തത
having,ഉള്ളത്
ever,എന്നേക്കും
stomach,ആമാശയം
rofl,rofl
delicious,രുചികരമായ
meal,ഭക്ഷണം
spent,ചെലവഴിച്ചു
same,അതേ
passion,അഭിനിവേശം
common,സാധാരണമാണ്
sold,വിറ്റു
fix,പരിഹരിക്കുക
amchi,ഞാൻ നടക്കുന്നു
torch,പന്തം
mashaal,Mashaal
jeetesh sharma,ജീതേഷ് ശർമ്മ
swing,ഊഞ്ഞാലാടുക
bumrahaang,ബുമ്രഹഅന്ഗ്
jaspreet bumrah,ജസ്പ്രീത് ബുംറ
bumrah,ബുംറ
paltan,പൽത്താൻ
lendl simmons,lendl simmons
lendl,കടം കൊടുക്കുക
simmons,സിമ്മൺസ്
group hug,ഗ്രൂപ്പ് ആലിംഗനം
nitish rana,നിതീഷ് റാണ
rana,റാണ
hitman,ഹിറ്റ് മാൻ
rohit,രോഹിത്
gods,ദേവന്മാർ
own,സ്വന്തമാണ്
bhajji,ഭാജി
firki,സ്പിൻ
spinner,സ്പിന്നർ
aicha,ആയിഷ
gho,ഡി
vaat,വാഗ്ദാനങ്ങൾ
lagli,ലഗ്ലി
lag gayi,വിവാഹനിശ്ചയം കഴിഞ്ഞു
bolt,ബോൾട്
wicket,വിക്കറ്റ്
tim southee,ടിം സ from യിൽ നിന്ന്
mall,മാൾ
chopping,വെട്ടുന്നു
bought,വാങ്ങി
bakwas,മാലിന്യങ്ങൾ
rubbish,മാലിന്യങ്ങൾ
electricity,വൈദ്യുതി
andhera,ഇരുണ്ടത്
shanti,ശാന്തി
shaanti,സമാധാനം
matka,അമ്മ
won,ജയിച്ചു
jeet,വിജയം
gaye,പോയി
batao,എന്നോട് പറയുക
banda,ബാൻഡ്
mast,കൊടിമരം
dungi,തല്ലും
shoot,ഷൂട്ട്
shooting,ഷൂട്ടിംഗ്
pistol,പിസ്റ്റൾ
sudhrega,മെച്ചപ്പെടുത്തും
indian man,ഇന്ത്യൻ മനുഷ്യൻ
naari,അറിയ്വോ
aurat,ജനനേന്ദ്രിയം
sev,sev
parmal,parmal
muh,muh
bhiya,വഴി
pani puri,വാട്ടർ പുരി
ram,RAM
bachche,കുട്ടികൾ
bache,ഇടത്
padegi,വീഴും
jootey,ചെരിപ്പുകൾ
padenge,ഉണ്ടാകും
beating,അടിക്കുന്നു
slippers,ചെരിപ്പുകൾ
jhoota,നുണയൻ
lie,നുണ പറയുക
cha,ഇല്ല
awesome,ആകർഷകമാണ്
were,ആയിരുന്നു
babaji,ബാബാജി
thullu,തുള്ളു
mandir,മന്ദിർ
danda,ബോൾഡ്
khayega,കഴിക്കും
ayega,വരും
majaa,മാജ
chill pill,ചില്ല് ഗുളിക
rakh,സൂക്ഷിക്കുക
muffler,മഫ്ലർ
khilo,ബ്ലൂം
canteen,കാന്റീൻ
bore,ബോറടിക്കുന്നു
banaya,നിർമ്മിച്ചത്
kajal,കാജൽ
faila,ഫയൽ
smudge,പുകവലിക്കുക
conscious,ബോധമുള്ള
looks,നോട്ടം
marungi,മരുങ്കി
studies,പഠനങ്ങൾ
loads,ലോഡുകൾ
assignment,അസൈൻമെന്റ്
papers,പേപ്പറുകൾ
maah,മാസം
rules,നിയമങ്ങൾ
binoculars,ബൈനോക്കുലറുകൾ
checking out,പരിശോധിക്കുന്നു
pehna,ധരിച്ചു
achchi,കുഞ്ഞേ
achi,കൊള്ളാം
doll,പാവ
harley quinn,ഹാർലി ക്വിൻ
suicide squad,സൂയിസൈഡ് സ്ക്വാഡ്
hammer,ചുറ്റിക
dollface,പാവയുടെ മുഖം
skeletor,അസ്ഥികൂടം
Power Sword,പവർ വാൾ
he man,അവൻ മനുഷ്യൻ
Him,അവനെ
mercy,കാരുണ്യം
catwoman,ക്യാറ്റ് വുമൺ
suicide,ആത്മഹത്യ
squad,സ്ക്വാഡ്
coyote,കൊയോട്ട്
roadrunner,റോഡ് റണ്ണർ
wolf,ചെന്നായ
Gangreen Gang,ഗാംഗ്രീൻ ഗാംഗ്
villains,വില്ലന്മാർ
hehehe,hehehe
pease,പീസ്
afford,താങ്ങാവുന്ന വില
frowning,മുഖം ചുളിക്കുന്നു
bunk,ബങ്ക്
lecture,പ്രഭാഷണം
skip,ഒഴിവാക്കുക
easy,എളുപ്പമാണ്
school bag,സ്കൂൾ ബാഗ്
drop,ഡ്രോപ്പ്
class test,ക്ലാസ് ടെസ്റ്റ്
disappointed,നിരാശനായി
nap,നിദ്ര
jana,ജന
assignments,അസൈൻമെന്റുകൾ
chopra,ചോപ്ര
mona,മോന
sona,അറ്റത്ത്
mona darling,മോനാ ഡാർലിംഗ്
ajit,അജിത്
robert,റോബർട്ട്
briefcase,ബ്രീഫ്കേസ്
khulla,തുറക്കുക
bulla,ബുള്ള
Danny Denzongpa,ഡാനി ഡെൻസോങ്‌പ
danny,ഡാനി
maut,മരണം
death,മരണം
threat,ഭീഷണി
shakti,ശക്തി
kapoor,കപൂർ
bachayega,സംരക്ഷിക്കും
teja,ടൈൽ
andaaz,കണക്കാക്കുക
mark,അടയാളപ്പെടുത്തുക
kidhar,എവിടെ
gulshan grover,ഗുൽ‌ഷൻ ഗ്രോവർ
amjad khan,ഖാന്റെ മഹത്വം
dar,പക്ഷേ
samjho,അത് മനസ്സിലാക്കുക
mar,മാർ
mogambo,മൊഗാംബോ
mr,മിസ്റ്റർ
mister,മിസ്റ്റർ
amrish puri,അമൃഷ് പുരി
dhak,അത്
gogo,gogo
go go,പോകൂ
andaz,andaz
crime,കുറ്റകൃത്യം
baarish,ബാരിഷ്
raindance,മഴ
biker,ബൈക്കർ
2017,2017
new year,പുതുവർഷം
no plans,പദ്ധതികളൊന്നുമില്ല
to do,ചെയ്യാൻ
year,വർഷം
ahead,മുന്നിലാണ്
nye,പുതിയ
new,പുതിയത്
nye wishes,മറ്റ് ആശംസകൾ
new year wishes,പുതുവർഷ ആശംസകൾ
happy new year,പുതുവത്സരാശംസകൾ
resolution,മിഴിവ്
resolutions,തീരുമാനങ്ങൾ
welcoming,സ്വാഗതം
bitching,ശല്യം
whinning,വിന്നിംഗ്
burai,തിന്മ
organise,ഓർഗനൈസുചെയ്യുക
organize,ഓർഗനൈസുചെയ്യുക
wardrobe,വാർ‌ഡ്രോബ്
room,മുറി
join,ചേരുക
next,അടുത്തത്
pose,പോസ്
asan,എളുപ്പമാണ്
asana,ആസനം
yoga pants,യോഗ പാന്റുകൾ
patli,നേർത്ത
hongi,ആയിരിക്കും
become,ആകുക
weighing,തൂക്കം
scale,സ്കെയിൽ
wazan,വാസൻ
wajan,വറചട്ടി
vajan,എനിക്ക് ആവശ്യമാണ്
credit,ക്രെഡിറ്റ്
chuka,ചൈനീസ്
hanger,ഹാംഗർ
wakeup,ഉണരുക
early,നേരത്തെ
suraj,സൂരജ്
uthunga,ഉയരും
walon,അവ
walo,കൊള്ളാം
parent,രക്ഷകർത്താവ്
calling,വിളിക്കുന്നു
mota,എപ്പോൾ
fatso,ഫാറ്റ്സോ
motapa,അമിതവണ്ണം
ghata,മൈനസ്
chod,പ്രവർത്തിക്കുന്നു
chodd,വിടുക
khaunga,കഴിക്കും
choices,ചോയ്‌സുകൾ
vegies,വെജിറ്റബിൾസ്
vegetables,പച്ചക്കറികൾ
burger,ബർഗർ
weighing scale,വെയ്റ്റിംഗ് സ്കെയിൽ
machine,യന്ത്രം
watch,കാവൽ
ghataunga,കുറയും
karunga,ചെയ്യും
haanikarak,ദോഷകരമാണ്
workingout,പ്രവർത്തിക്കുന്നു
sweating,വിയർക്കുന്നു
coach,കോച്ച്
slapping,സ്ലാപ്പിംഗ്
chaar,നാല്
dangal hoga,കലാപമായിരിക്കും
pehalwani,പഹ്‌ലവാനി
revolt,കലാപം
punching,പഞ്ചിംഗ്
misaale,ഉദാഹരണത്തിന്
example,ഉദാഹരണം
motivate,പ്രചോദിപ്പിക്കുക
chora,കരയുക
chori,ചിയോറോ
aamir,ആമിർ
khan,ഖാൻ
too,കൂടി
khus,ഖുസ്
khuss,ഖുസ്
zyada,കൂടുതൽ
choriyon,കള്ളന്മാർ
charm,ചാം
shabaash,വിപ്പ്
saabaas,കളിയാക്കുക
sabaas,പതിവ്
sabas,സബാസ്
praising,സ്തുതിക്കുന്നു
choriyaa,ചോറിയ
choron,കള്ളന്മാർ
sakshi tanwar,സാക്ഷി തൻവാർ
wrestling,ഗുസ്തി
dhaakad,ക്രോധം
geeta phogat,ഗീത ഫോഗാറ്റ്
hilary clinton,ഹിലാരി ക്ലിന്റൺ
whiskey bottle,വിസ്കി കുപ്പി
miss call,മിസ്സ് കോൾ
missed call,മിസ്ഡ് കോൾ
bouquet,പൂച്ചെണ്ട്
mobile,മൊബൈൽ
love letter,പ്രണയ ലേഖനം
single,സിംഗിൾ
chala,എളുപ്പമാണ്
hawa,വായു
eudaya,eudaya
marathi,മറാത്തി
aii,aii
gahh,ഗഹ്
payjama,പൈജാമ
mandali,സർക്കിൾ
gilr,ഗിൽർ
mi,എന്റെ
maratha,മറാത്ത
lai,ലായ്
bhari,നിറഞ്ഞു
kasa,കേസ്
aahes,aahes
mitra,മിത്ര
maharashtra,മഹാരാഷ്ട്ര
pareshaan,ആവശ്യങ്ങൾ പരിശീലനം
mana,എവിടെ
permission,അനുമതി
bey,ബേ
lot,ഭൂരിഭാഗം
loaded,ലോഡുചെയ്‌തു
battery,ബാറ്ററി
halat,മത്സ്യം
tabiyat,ആരോഗ്യം
musaddi,ഗ്രബ്ബി
musaddi lal,മുസാദി ലാൽ
compaining,ചൊംപൈനിന്ഗ്
complain,പരാതിപ്പെടുക
illegal,നിയമവിരുദ്ധം
legal,നിയമപരമായ
kardo,വാൾ
file,ഫയൽ
rocket,റോക്കറ്റ്
missle,മിസൈൽ
top,മുകളിൽ
toop,ടോപ്പ്
shukla,ശുക്ല
shukla ji,ശ്രീ. ശുക്ല
akhri,വായിക്കുക
form,ഫോം
office office,ഓഫീസ് ഓഫീസ്
filling,പൂരിപ്പിക്കൽ
yahi toh,ഇതാണ്
knitting,നെയ്ത്തുജോലി
sewing,തയ്യൽ
wool,കമ്പിളി
mehengai,പണപ്പെരുപ്പം
baatein,കാര്യങ്ങൾ
clerk,ഗുമസ്തൻ
upar,മുകളിലേക്ക്
order,ഓർഡർ
sabko,എല്ലാവർക്കും
blackmail,ബ്ലാക്ക് മെയിൽ
teach,പഠിപ്പിക്കുക
sikha,പഠിച്ചു
jaanti,അറിയുക
kahenge,പറയും
dimaag,മനസ്സ്
bech,ബെഛ്
booy,booy
dhyaan,ശ്രദ്ധ
zoned,സോൺ ചെയ്തു
shutup,ഷട്ട്അപ്പ്
bolne,അസുഖം
laga,അത് നേടുക
zubaan,ജുബാൻ
something,എന്തോ
naach,നൃത്തം
aangan,മുറ്റം
teda,അതുകൊണ്ടു
eent,ഒന്ന്
jawab,ഉത്തരം
patthar,കല്ല്
jiski,ആരുടെ
laathi,വിറകുകൾ
uski,അവന്റെ
bhains,എരുമ
buffalo,എരുമ
bael,bael
kauva,കാക്ക
dorry,ഡോറി
saying,പറയുന്നു
kaise,എങ്ങനെ
samjahu,ഗ്രൂപ്പ്
broken,തകർന്നു
love you,എനിക്ക് നിന്നെ ഇഷ്ടം ആണ്
huva,വണ്ടിമേലാപ്പ്
wada,വാഡ
pill,ഗുളിക
skeleton,അസ്ഥികൂടം
kaale,കാലക്രമേണ
kurte,കുർട്ടെ
waali,ഭ്രാന്തൻ
eve teasing,ഈവ് ടീസിംഗ്
bra,ബ്രാ
left,ഇടത്തെ
f you,f നിങ്ങൾ
fuck you,നിങ്ങളെ രക്ഷിക്കൂ
smoking,പുകവലി
twenty,ഇരുപത്
somethings,ചിലത്
chiling,ശാസനം
drying,ഉണക്കൽ
nails,നഖങ്ങൾ
vanity,മായ
adult,മുതിർന്നവർ
grownup,വളരുക
bajate,ടിക്കിംഗ്
raho,താമസിക്കുക
toofani,കൊടുങ്കാറ്റ്
dew,മഞ്ഞു
mountain dew,പർവത മഞ്ഞു
jhingalala,ജിംഗലാല
tata sky,ടാറ്റ സ്കൈ
karlo,തോന്നി
mutthi,മുഷ്ടി
globe,ഗ്ലോബ്
maggi,മാഗ്ഗി
ketchup,കെച്ചപ്പ്
tomato,തക്കാളി
confusion,ആശയക്കുഴപ്പം
cookie,കുക്കി
jee,ജീ
lalchay,പ്രലോഭനം
Alpenliebe,ആൽപൈൻ സ്നേഹം
daag,കറ
achche,തീർച്ചയായും
acche,നല്ലത്
dirt,അഴുക്ക്
dust,പൊടി
toing,toing
thumbs up,വിജയചിഹ്നം
taste the thunder,ഇടി ആസ്വദിക്കുക
boondon,തുള്ളികൾ
ujala,ഉജാല
ritesh deshmukh,റിതേഷ് ദേശ്മുഖ്
killer,കൊലയാളി
murder,കൊലപാതകം
psycho,സൈക്കോ
once,ഒരിക്കല്
sultan,സുൽത്താൻ
mirza,മിർസ
accha,നല്ലത്
patekar,പട്ടേക്കർ
salmaan,സാൽമൺ
maine pyaar kiya,ഞാൻ സ്നേഹിച്ചു
thankyou,നന്ദി
mr india,mr india
akshay,അക്ഷയ്
kumar,കുമാർ
king,രാജാവ്
sardar,സർദാർ
tension,പിരിമുറുക്കം
lene,അവർ പറയുന്നു
munna,മുമ്പ്
munna bhai,മുന്ന ഭായ്
mbbs,Mbbs
wanted,ആഗ്രഹിച്ചു
commitment,പ്രതിബദ്ധത
srk,ഷാരൂഖ്
dilwale,ദിൽ‌വാലെ
dulhaniya,മണവാട്ടി
jaaenge,ജാങ്കെ
ddlj,ദ്ദ്ല്ജ്
dc comics,dc കോമിക്സ്
Superman,സൂപ്പർമാൻ
batman,ബാറ്റ്മാൻ
wonder woman,അത്ഭുത സ്ത്രീ
bleed,രക്തസ്രാവം
iron man,ഇരുമ്പ് മനുഷ്യൻ
ironman,അയൺമാൻ
shawarma,ഷവർമ
suit up,സ്യൂട്ട് അപ്പ്
amercia,amercia
black widow,കറുത്ത വിധവ
puchha,ചോദിച്ചു
whoaskedyou,ആരാണ് നിങ്ങളോട് ചോദിച്ചത്
dumb,ഓർമ
brains,തലച്ചോറ്
lackofbrains,അഭാവം
disapproval,നിരസിക്കൽ
whatdoyouwanttosay,whatdoyouwanttosay
explain,വിശദീകരിക്കാൻ
explainyourself,സ്വയം വിശദീകരിക്കുക
kehnakyachahteho,കെഹ്‌നക്യാച്തെഹെഹോ
getlost,പോയ് തുലയൂ
bhag,ഭാഗം
buzzoff,buzzoff
classbunk,ക്ലാസ്ബങ്ക്
dayoff,പകൽ
don'tbuttin,ചെയ്യരുത്
interrupt,തടസ്സപ്പെടുത്തുക
bichmeinmatbol,bichmeinmatbol
growup,വളരുക
youarestillakid,youarestillakid
talktomyhand,ടാൽക്ടോമിഹാൻഡ്
homescience,ഹോം സയൻസ്
housekeeping,വീട്ടുജോലി
kapilsharma,കപിലക്സരമ
getreadyquick,getreadyquick
maggigetsreadyquicker,maggigetsreadyquicker
maang,ആവശ്യം
marriage,വിവാഹം
demands,ആവശ്യങ്ങൾ
shoppingcart,ഷോപ്പിംഗ് കാർട്ട്
beforeandaftermarriage,വിവാഹത്തിന് മുമ്പും ശേഷവും
jaanmatjao,ജനിക്കുക
jaanmatkhao,കൊല്ലുക
idiots,വിഡ് ots ികൾ
kingofidiots,കിംഗോഫിഡിയറ്റ്സ്
normal,സാധാരണ
psychohusband,സൈക്കോ ഭർത്താവ്
happywomanisamyth,ഹാപ്പി വുമനിസാമിത്ത്
adrak,ഇഞ്ചി
tanuwedsmanu2,tanuwedsmanu2
unevengrowth,അസമമായ വളർച്ച
growth,വളർച്ച
wifi,വൈഫൈ
wifilove,വൈഫൈലോവ്
lovewithoutlimits,lovewithoutlimits
limitlesslove,പരിധിയില്ലാത്ത സ്നേഹം
c'estlavie,ഇറ്റ്‌ലവി
it'slife,ഇറ്റ്സ് ലൈഫ്
adversesituation,പ്രതികൂല സാഹചര്യങ്ങൾ
everymomentmatters,everymomentmatters
eachmoment,ഓരോന്നും
yolo,യോലോ
fightolive,പോരാട്ടം
live,തത്സമയം
outdreamyourself,സ്വയം മറികടക്കുക
dream,സ്വപ്നം
dreambig,ഡ്രീംബിഗ്
ambition,അഭിലാഷം
ambitious,അഭിലാഷം
sayyes,പറയുക
sayyestonewadventures,sayyestonewadventures
newadventures,പുതിയ കണ്ടുപിടുത്തങ്ങൾ
adventures,സാഹസികത
adventure,സാഹസികത
wordhard,വേഡ്ഹാർഡ്
workhardinsilence,വർക്ക്ഹാർഡിൻസിലൻസ്
hardwork,കഠിനാദ്ധ്വാനം
goodthings,ഗുദമ്തിന്ഗ്സ്
patience,ക്ഷമ
bebold,ബെബൊല്ദ്
beyou,നിങ്ങൾ
beboldbeyou,beboldbeyou
selflove,സ്വയം സ്നേഹം
confidentinyourskin,ആത്മവിശ്വാസം
edit,എഡിറ്റുചെയ്യുക
editlifefrequently,പതിവായി എഡിറ്റുചെയ്യുക
editlife,എഡിറ്റ് ലൈഫ്
dynamic,ചലനാത്മക
baapkosikhayega,ബാപ്കോസിഖെഗ
ranveer,രൺ‌വീർ
ranveersingh,രൺ‌വീർ സിംഗ്
don'tteachme,doteachme
preach,പ്രസംഗിക്കുക
goodshitbruh,ഗുഡ്ഷിറ്റ്ബ്രു
nicework,നല്ല പ്രവൃത്തി
keepitup,നിലനിർത്തുക
overconfidence,അമിത ആത്മവിശ്വാസം
whatdoyouthinkofyourself,whatdoyouthinkofyourself
preity,മുൻ‌ഗണന
preityzinta,preityzinta
overestimation,അമിത വിലയിരുത്തൽ
don'toverestimateyourself,സ്വയം ചെയ്യരുത്
don'tirritateme,എന്നെ പ്രകോപിപ്പിക്കരുത്
dimagkadahi,ദിമഗ്കദഹി
agitate,പ്രക്ഷോഭം
beta,ബീറ്റ
pitega,തോൽപ്പിക്കും
pita,പിറ്റ
betatupitega,betatu betega
rebuke,ശാസിക്കുക
chide,കഴിക്കുക
nanapatekar,നാനപതേക്കർ
baapkonhai,ബാപ്കോൺ
beti,എല്ലായ്പ്പോഴും
tujantahai,തുജന്തഹ
tujantanahinmerabaapkonhai,നീ എന്റെ മകനല്ല
deepika,deepika
deepikapadukone,ദീപികപദുകോൺ
salmankhan,ചല്മംത്ന്
bhagwan,ദൈവം
bhagwanmujheuthalo,ദൈവം എന്നെ ഉയർത്തുന്നു
mela,മേള
mele,എന്റെ
PDA,പി.ഡി.എ.
melebabaunekhanakhaya,എന്നെ മരിപ്പിക്കേണമേ
chalbetakatle,ചാൽബെറ്റ്കാസിൽ
arjun,അർജുൻ
arjunkapoor,അർജുങ്കപൂർ
tevar,മുഖം ചുളിച്ചു
mahlyfmahrulezz,mahlyfmahrulezz
mah,മാ
lyf,മരുന്നുകൾ
alia,അപരനാമം
aliabhatt,അലിയാബട്ട്
shaandar,സൂപ്പർ
zabardast,zabardast
superb,മികച്ചത്
yejawanihaideewani,yantheseason
mujhetumsepyarhojayegaphirse,ഞാൻ നിങ്ങളിൽ നിന്ന്
loveagain,വീണ്ടും സ്നേഹിക്കുക
hopelesslove,പ്രതീക്ഷയില്ലാത്ത സ്നേഹം
bollywoodmother,ബോളിവുഡ് അമ്മ
deewar,മതിൽ
shashikapoor,ശാഷിയ പാവം
merepaasmaahai,വിശ്രമിക്കുക
ego,അർഥം
egohurt,എഗൊഹുര്ത്
prakashraj,പ്രകാശ്
egonahihurtkarneka,ഇവിടെ നിൽക്കൂ
don'thurtmyego,don'thurtmyego
karanarjun,കർണാർജ്ജുന
merekaranarjunayenge,ഒരു അത്ഭുതമാണ്
rakhee,രാഖി
himmat,ധൈര്യം
himmatbatayinahidikhayijatihai,ധൈര്യം
ajaydevgn,അജദേവഗൻ
onceuponatimeinmumbai,സ്യൂപോനാച്ചി മെയിൻ മുംബൈയിൽ
courage,ധൈര്യം
confidence,ആത്മവിശ്വാസം
filter,ഫിൽട്ടർ
abhaydeol,അഭയ്ദോൾ
afilterisnecessary,afilterisnecessary
bhaiofbollywood,bhaiofbollywood
chaltihaikya9se12,9 സി 12 നീക്കുന്നു
nausebara,ന aus സബര
judwaa,ജുഡ്വ
let'sgo,നമുക്ക് പോകാം
achahai,എന്നത്
achahaibahutachahai,അച്യഭുതാച
dates,തീയതികൾ
tareekh,തീയതി
tareekpetareekh,തീയതി നിങ്ങൾ
lawyer,അഭിഭാഷകൻ
kanoon,നിയമം
damini,ഡാമിനി
courtroom,കോടതിമുറി
Frankenstein,ഫ്രാങ്കൻ‌സ്റ്റൈൻ
dimaagmeinchemicalocha,മനസ്സിൽ മസ്തിഷ്കം
chemicallocha,കെമിക്കലോച്ച
doomsday,ഡൂംസ്ഡേ
grimreaper,ഗ്രിം റീപ്പർ
grave,കുഴിമാടം
ajterimautaayihai,അജതെരിമ out ട്ടായി
khoon,രക്തം
khoonkyapyasa,പ്രശ്‌നമില്ല
bloodthirst,രക്തദാഹം
thirstyforblood,ദാഹം
screw,സ്ക്രൂ
screwdheela,സ്ക്രൂഡീല
dimwitted,മങ്ങിയത്
terascrewdheelahai,terascrewdheelahai
youaredumb,youaredumb
dilchuraneayihu,താൽപ്പര്യമുണർത്തുന്നു
churail,മന്ത്രവാദി
pirate,കടൽക്കൊള്ളക്കാർ
bacho,സംരക്ഷിക്കപ്പെടുക
dekhobachhomummyaagayi,dekhobachhomummyaagayi
egypt,ഈജിപ്റ്റ്
mummified,മമ്മിഫൈഡ്
kaddu,മത്തങ്ങ
pumpkin,മത്തങ്ങ
merakaddukhale,മീർക്കാദുഖലെ
junglee,കാട്ടു
wild,കാട്ടു
iamwild,ഇഅമ്വില്ദ്
mainjungleehoon,mainjungleehoon
yahoo,യാഹൂ
blackmagic,കൂടോത്രം
kalajadu,കലജദു
merakalajaduchalgaya,merakalajaduchalgaya
mxagic,mxagic
impressedyou,മതിപ്പുളവാക്കി
bhejafry,ഗോമാംസം
zobie,സോംബികളുടെ
ilovebhejafry,ലവ്ബേർഡ്
brainfry,ബ്രെയിൻഫ്രൈ
bheja,അയച്ചു
dimagchat,മനസ്സ്
teradimagchatlunga,teradimagchatlunga
iwillirritateyou,iwillirritateyou
cholikepeeche,cholikepeeche
madhuri,മാധുരി
khalnayak,വില്ലൻ
trymeout,trymeout
muscleman,മസിൽമാൻ
wannatrymeout,wannatrymeout
askingout,ചോദിക്കുന്നു
tryme,എന്നെ പരീക്ഷിക്കൂ
let'stalkaboutme,നമുക്ക് പോകാം
narcissism,ആത്മാരാധന
selfobsession,സ്വയംഭോഗം
shameonyou,നിന്നേക്കുറിച്ച് ലജ്ജതോന്നുന്നു
bachelor,ബാച്ചിലർ
shameonyougirlsiamstillabachelor,ലാം‌നോണിഗർ‌ൾ‌സിയാംസ്റ്റില്ലാബാചെലർ
bechelor,ബെചെലർ
bachelordude,bachelordude
iampretty,iampretty
beingacrime,beingacrime
arrestme,അറസ്റ്റ്മെ
ifbeingsexyisacrime,ifbeingsexyisacrime
iloveyou,ഞാൻ നിന്നെ സ്നേഹിക്കുന്നു
iloveyoubaby,iloveyoubaby
let'shitthegymtogether,നമുക്ക് ഒരുമിച്ച് പോകാം
hitthegym,ഹിഠെഗ്യ്മ്
gymtogether,ജിംടഗെതർ
eatme,എന്നെ ഭക്ഷിക്കു
youcaneatme,youcaneatme
youcaneatmefordinner,youcaneatmefordinner
devour,തിന്നുകളയുക
wannagoonaride,wannagoonaride
wannago,പോകണം
biking,ബൈക്കിംഗ്
bikeride,ബികെരിദെ
cominglate,വരുന്നു
imightbelatebuti'mlookinggood,imightbelatebuti'mlookinggood
lookinggood,നോക്കുന്നു
barsoramdhasakese,barsoramdhasakese
barso,മഴ പെയ്തു
puddle,കുളം
tiptip,ടിപ്‌ടൈപ്പ്
tiptipbarse,ടിപ്റ്റി ബാർ
tiptipbarsa,tiptipbarsa
drizzle,ചാറ്റൽമഴ
danceintherain,ഡാൻസിന്തെറൈൻ
let'sdanceintherain,നമുക്ക് അനുവദിക്കാം
itwentfloating,itwentfloating
floating,പൊങ്ങിക്കിടക്കുന്നു
paperboat,കടലാസു വഞ്ചി
flaoting,പൊങ്ങിക്കിടക്കുന്നു
underthecloudysky,underthecloudysky
cloudy,തെളിഞ്ഞ കാലാവസ്ഥ
bench,ബെഞ്ച്
iloverain,iloverain
rains,മഴ
dumdum,dumdum
dumumdigadiga,സ്ത്രീ
rainbow,മഴവില്ല്
chhata,കുട
chata,കുടില്
chatabhulgaya,രസിപ്പിച്ചു
chatalanabhoolgaya,ചട്ടലംഗലയ
rainyday,മഴയുള്ള ദിവസം
rainy,മഴയുള്ള
rainydayandtea,rainydayandtea
